"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","crt_1","crt_2","crt_3","crt_4","crt_5","crt_6","crt_7","crt_correct_1","crt_correct_2","crt_correct_3","crt_correct_4","crt_correct_5","crt_correct_6","crt_correct_7","crt_correct_mean"
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",2235089,294,FALSE,231732,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",4611643,1292,FALSE,134763,"10 cents","5 minutes","47 days","9 days","30 students","10 dollars","has lost money.",0,1,1,0,0,0,1,0.428571428571429
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",3862378,740,FALSE,186146,"10 cents","500 minutes","47 days","4 days","30 students","20 dollars","has lost money.",0,0,1,1,0,1,1,0.571428571428571
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",953521,615,FALSE,154953,"5 cents","5 minutes","47 days","3 days","30 students","20 dollars","has lost money.",1,1,1,0,0,1,1,0.714285714285714
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1114940,365,FALSE,224026,"5 cents","100 minutes","47 days","4 days","29 students","0 dollars","has lost money.",1,0,1,1,1,0,1,0.714285714285714
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2952477,440,FALSE,274027,"10 cents","100 minutes","47 days","3 days","29 students","0 dollars","has broken even in the stock market.",0,0,1,0,1,0,0,0.285714285714286
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",2458632,808,FALSE,155677,"10 cents","5 minutes","24 days","4 days","30 students","30 dollars","is ahead of where he began.",0,1,0,1,0,0,0,0.285714285714286
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2592082,1116,FALSE,104810,"10 cents","500 minutes","24 days","4 days","30 students","0 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"Bd5QrwNGRMWAnTWof0GPG3fn43","cDm63zQ8D13sxYDHiW4g7hzE1r",3335070,1304,FALSE,137033,"10 cents","5 minutes","12 days","4 days","29 students","10 dollars","has lost money.",0,1,0,1,1,0,1,0.571428571428571
"BEhFXXnUe0DaZchoHGDXDLCWUY","20tGvKHMm0g6aYu2GuoIYJy61m",2907580,763,TRUE,281005,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"bfK66fgIu0AW5EyjGmZeFHHAn4","0GYa09fXXVnIGYonpKJ3RV7Kib",89061508,1170,FALSE,236120,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"bFOhRTVlfUR0K0xk5eu714qKYC","ddxIMghnOxbz55CqtKGeT6mBVl",263907,11,FALSE,254062,"10 cents","500 minutes","47 days","3 days","29 students","10 dollars","is ahead of where he began.",0,0,1,0,1,0,0,0.285714285714286
"BFstcWByXG4zaLlDUZwZyjXeTu","7TQcbH9vXe2yrhMkzlDbZ2FClM",304338,11,TRUE,281001,"5 cents","500 minutes","47 days","9 days","30 students","20 dollars",NA,1,0,1,0,0,1,NA,0.428571428571429
"bgMlk4i4DnwDK6YySONJuMeZwi","QMBocQMS4xDIC1gvykCSu0kKUH",1851151,495,TRUE,281000,"10 cents","100 minutes","24 days","3 days","15 students","10 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"BHvhfTlKRfh8reBj30OfYwMshr","1sno1gQaYu24UAsv7yUXEjwTWr",140553,11,FALSE,128653,"10 cents","100 minutes","47 days","9 days","30 students","10 dollars","has lost money.",0,0,1,0,0,0,1,0.285714285714286
"bI2scrwJDtVPCEMQ48WCvjgMoj","ibHgzxzfbSDT1a3ltW0ngcb1SU",31674204,1267,FALSE,177772,"10 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",0,1,1,1,0,1,1,0.714285714285714
"bjiW7bl9krLBA15JjYZN2e4jVd","IFtHBUucS0l6DqMq6Ty5ZePth4",2511844,796,FALSE,103153,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"bjrgtMfaw4RjX5O2Zfy8gWKRFk","FO6kN8YO82AD56gUzxfYsRmE0r",3484134,1204,FALSE,193127,"5 cents","100 minutes","47 days","4 days","29 students","20 dollars","is ahead of where he began.",1,0,1,1,1,1,0,0.714285714285714
"BkfyVVf84juyJpGwU5HeNSeTiP","jndQI14xc3KDvsrmW0OPuUyGiG",58271478,979,FALSE,164408,"10 cents","100 minutes","36 days","4 days","30 students","10 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"BkKJJMbujlq4FUityjh6AFSCzV","bowBUVO1U38G8173bwahdl5rhV",2631086,1096,FALSE,164403,"10 cents","5 minutes","24 days","9 days","15 students","10 dollars","it cannot be determined.",0,1,0,0,0,0,0,0.142857142857143
"BMYWb7wq4628VWaiFfTRUNQ0vY","0GevTIoiFsqj0FlRUW8iVD5pLI",3971479,1158,FALSE,224914,"10 cents","5 minutes","12 days","9 days","29 students","20 dollars","has lost money.",0,1,0,0,1,1,1,0.571428571428571
"bNVyfh6caZ0tTjsCBGJTPeZrur","dV41bRhMDsAGKq1ThLxo99s94B",219877,11,FALSE,208558,"5 cents","20 minutes","47 days","4 days","30 students","20 dollars","has lost money.",1,0,1,1,0,1,1,0.714285714285714
"bnXiRvldHvo2P8nw1KQXJRI0Kh","5q1M2tfTol9O8tkrNblEjShHWP",2004057,775,FALSE,124683,"5 cents","5 minutes","24 days","4 days","30 students","20 dollars","has lost money.",1,1,0,1,0,1,1,0.714285714285714
"bOmOYrSpOW2ySJY5YoJpuhs8rd","duqlPfd2flfXTPKBR0EuZI2OUp",4338332,1291,FALSE,112942,"5 cents","5 minutes","47 days","4 days","30 students","10 dollars","has lost money.",1,1,1,1,0,0,1,0.714285714285714
"BooPvGqPRakiyQOUsN3w03035Z","HEEjtnQtN7q1FSg9rLDL3lzgzR",231446,11,FALSE,191466,"10 cents","100 minutes","47 days","9 days","15 students","30 dollars","has lost money.",0,0,1,0,0,0,1,0.285714285714286
"BR4LWCjY8PGmKmpeht0FviyHWC","nOwYLQ1GIqD5CAS68DK7Zb06tA",36333435,1223,FALSE,215213,"5 cents","5 minutes","24 days","3 days","30 students","20 dollars","has broken even in the stock market.",1,1,0,0,0,1,0,0.428571428571429
"BSgOBsiHTUSqnlfawiatnmpACc","k9V1lZdYs3wNGKArVaf1seMqjC",1777348,131,FALSE,172768,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"BsVzOUCQuFpwDOXeMRFjRazXu3","jshO4uR8L2QkhBqRlOS0xQV46N",2789019,641,FALSE,124812,"10 cents","20 minutes","24 days","3 days","29 students","10 dollars","is ahead of where he began.",0,0,0,0,1,0,0,0.142857142857143
"bVgvtBPGdupVzsXUlZ2wckd3Fx","HZ345XE9qEsAT7Khm7uEHt83m6",1128121,11,FALSE,122387,"10 cents","100 minutes","47 days","4 days","30 students","10 dollars","is ahead of where he began.",0,0,1,1,0,0,0,0.285714285714286
"bvxx1wswx89FKu8vnQWLVDxiwX","c9cxojawIadZAwuqGm9pLTMb7L",4576306,887,FALSE,131780,"10 cents","100 minutes","24 days","9 days","29 students","20 dollars","is ahead of where he began.",0,0,0,0,1,1,0,0.285714285714286
"bwIZEQ5P0RqBKchg5PrgN31jop","nbcLQj89yYyiE4f1izVKGvLeiA",1347417,471,FALSE,136028,"10 cents","20 minutes","24 days","9 days","30 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"bzk3qUbZ7nO8yvCcqtzmD2vEyZ","rbfOPHNwgnSSKlsc5JtbGfZbA6",244039542,1305,FALSE,155116,"10 cents","100 minutes","47 days","3 days","15 students","10 dollars","has lost money.",0,0,1,0,0,0,1,0.285714285714286
"c0kc5R8Wlm5O8Dufl2z2zPR6mt","GYZRnjxISyfcZRiOLWQGaoxAjD",4523526,1287,FALSE,254628,"10 cents","100 minutes","24 days","9 days","1 student","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"c0pyWbg7Bf8KWUat46N1TmfwOz","AZPBhUgMWgjD4vwSdW8Ijz3OXv",3049432,825,FALSE,148580,"10 cents","5 minutes","12 days","3 days","29 students","10 dollars","has lost money.",0,1,0,0,1,0,1,0.428571428571429
"c1ecQuyHp6M2v7NnvyZjZxLJfE","iqdfVNgJTax29fTdvdDskh7TlF",7648873,1038,FALSE,173415,"10 cents","5 minutes","47 days","3 days","30 students","10 dollars","is ahead of where he began.",0,1,1,0,0,0,0,0.285714285714286
"c3DEar9WYqsboJQcAUstkRQ1qH","vQStKMuJnvMonF77DuMiMGYFdC",315260,11,TRUE,281020,"5 cents","5 minutes","12 days","4 days","29 students",NA,NA,1,1,0,1,1,NA,NA,0.571428571428571
"C3skz9INA7I4aRsLj8yDNlyeBj","787bEBfqgUrCgoarwavAnHXquZ",1748560,457,FALSE,106859,"10 cents","20 minutes","47 days","4 days","15 students","0 dollars","has lost money.",0,0,1,1,0,0,1,0.428571428571429
"c5oQOOBQBM6KJlfKpKr1wwCtyj","BQ37gQmfZV7t2ShoMsU7qyxCny",1016513,367,TRUE,281011,"5 cents","5 minutes",NA,"4 days","30 students","20 dollars",NA,1,1,NA,1,0,1,NA,0.571428571428571
"C79lTQGvdlnbIRak8RNGPnNKEZ","vU9RInW0tmDYMtxanw2i0Iqryv",2243970,99,FALSE,175295,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"c7OMTJi5IbV0Uw8OOl85pLRb9o","oXnC2NvAo6HSOxHVwZmM6t9rkS",3371076,793,FALSE,165919,"10 cents","5 minutes","24 days","9 days","1 student","10 dollars","is ahead of where he began.",0,1,0,0,0,0,0,0.142857142857143
"C9E47TnYIfeFDdLOoBZc7yLoOY","wr2eJpuGSX1G7cXuXfivj7LN27",2791673,1009,FALSE,168075,"10 cents","100 minutes","24 days","3 days","30 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"CA7o1Jh8cekAs4WdK8b9QZRDu5","nlQcnb1CXcs9ys6xLcibnkLCsv",10969823,1292,FALSE,248018,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"ca995GfPg5Gq94AyJvXobKC1Lm","FbZQjooyunCK4Vy3aC0KkkL4gI",861603,618,FALSE,100530,"10 cents","100 minutes","24 days","4 days","30 students","20 dollars","is ahead of where he began.",0,0,0,1,0,1,0,0.285714285714286
"CAg4pCDQh43pJ1Ru2uvtUpPaRw","GT18S8fWG1Rbbsk0NWhAMGhLKe",199595679,696,FALSE,190466,"10 cents","5 minutes","47 days","9 days","15 students","0 dollars","has lost money.",0,1,1,0,0,0,1,0.428571428571429
"cbt6xReTE3pM8TxtxTSeNLuDRK","nwKsEWI4Dk0SW3CMMcia3cfwOJ",3720093,1162,TRUE,281013,NA,NA,"24 days",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
"CC7qqP4MVsJ7eVhNtGDbrXkUUQ","nYswOPk6Wac2w8tmIdTA88RRVW",18120727,269,FALSE,68001,"5 cents","5 minutes","47 days","9 days","29 students","30 dollars","has lost money.",1,1,1,0,1,0,1,0.714285714285714
"CFC63KqB4ToOCMjt2EMTTlVxr4","TsZXt2XEhKIlQeCrgq4zK0IWGJ",11296663,703,FALSE,266382,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"CfCPrhxSYQWPWIHPW0i4hloS1K","4tuRLTK7KOqnF9rFov74PqXJvd",287767,24,FALSE,113839,"10 cents","100 minutes","24 days","12 days","15 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"cFCRgBk2Di7dSLZkYzfZSjtdTM","gaSXhM92SwP7y2hxHp1mQ9wS41",268456,11,FALSE,255566,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"CgcTKWJ3UfmcQkJbIUUo5vwU9E","7bRChHswzpILQT66jHh1G6DNnV",3839718,709,FALSE,113169,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"CghDqWDLJExfUgYbTAq8PRPbpI","lgkU9zTwZgcEh1JVX7aCFMFYQ5",4396777,1248,FALSE,189186,"10 cents","100 minutes","24 days","9 days","1 student","0 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"cHoT6PDZDGYOmr0XKy7s7siv4S","DhN6QkGUfrTrsI0gKxqthhbKyv",236804,11,FALSE,154296,"10 cents","5 minutes","24 days","3 days","1 student","10 dollars","is ahead of where he began.",0,1,0,0,0,0,0,0.142857142857143
"CIAmHoErAwydoSUxNxtpmZzlOu","9FnYFJoqp8JIyzbqsPAXVPFmok",3893954,1287,FALSE,128088,"5 cents","100 minutes","12 days","9 days","29 students","20 dollars","has lost money.",1,0,0,0,1,1,1,0.571428571428571
"CM39SvYboge1hQ62tOmhhYhc8s","Anche3k9ZRTNzscsztmUAtQzk3",4563353,1272,FALSE,198456,"10 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",0,1,1,1,1,0,1,0.714285714285714
"cNgucJALAMurbNK3xRSY1udogF","tww0jI2dew3zMWwlWNlJBkQpTF",7702342,938,FALSE,188045,"10 cents","100 minutes","24 days","9 days","30 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"CPHo1Wz8A522IRd7vC4XyyqTFb","1hkLQ17eehQg5gV0Q8OBQSn5iQ",168686,11,FALSE,160115,"10 cents","100 minutes","24 days","9 days","30 students","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"CQtqewpuPfQ5Sm5Bpe4cRtmXhR","0S6UiHJOjV4azSXzABiu7lNLTn",7347502,1262,FALSE,147144,"10 cents","100 minutes","24 days","3 days","1 student","0 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"cR5cjowBd6gUAc9f7muwfh4R0y","kMuAsh5kuh4loylHFAsj0Ir2Ie",5438506,1208,FALSE,268362,"10 cents","100 minutes","12 days","3 days","1 student","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"crk5qUO7TdgTT5iM0TFIyJLoC0","lWaV80gME8KD1TFETHlpPVNwmC",1939420,1133,FALSE,101005,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"cRl4rtjUzCDAvHRu5RPyJKAaaR","Xu03z3J7tTVwqyXLKtzxPD7L8F",2096293,396,FALSE,219284,"10 cents","20 minutes","24 days","9 days","30 students","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"crxUcc15Iq2d7tP7DZdRhe2gGO","GrMGwA8wzD74gD4IWxasM4s6Qj",952726,395,FALSE,68482,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"ct9G7ZECL5vqq7ri1yFhf3z01o","0OKv9MRQn83I5mBfQeRNtYjfPT",857275,604,FALSE,180922,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"CtT86BrdE2iTX5L8OVPm5JiVou","g9mM4tReMSXWqPpuejNUoqlcp5",726187,367,FALSE,170110,"5 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",1,1,1,1,0,1,1,0.857142857142857
"Cux11sWK2t8Gv7GsGKSvotSYB8","R89VHdbbc6zoFuQbT7s4j4xKCr",2591603,788,FALSE,138750,"9 cents","100 minutes","12 days","3 days","30 students","20 dollars","has lost money.",0,0,0,0,0,1,1,0.285714285714286
"cv8wORpmSp2apztOf323yC1nHe","Jv3FxlE5J1et84g7AglpShfSzT",1331130,46,FALSE,207198,"10 cents","5 minutes","47 days","4 days","29 students","30 dollars","has lost money.",0,1,1,1,1,0,1,0.714285714285714
"cw8pk9JHEMEXtPgTeqlXm6nRsn","qnvkjB6yO3BT3Yt8YvvAAHqFIN",5675313,1304,FALSE,171028,"10 cents","100 minutes","12 days","3 days","30 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"CxbvssSqzemL1OIzOeCHrC28QB","NFflkM43xYcFM11bxfSshBRjR7",24551355,1242,FALSE,100293,"10 cents","100 minutes","24 days","4 days","30 students","10 dollars","has broken even in the stock market.",0,0,0,1,0,0,0,0.142857142857143
"cXcTkmd1C7kTjN4xrhzSoTgQlX","msnHf7u5Sk7pfFXAE17DlG0GaC",2653672,1208,FALSE,108502,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"cxFbLd6nm2DNaKNkRdYCcubNaa","MAel9RTI1BgNrC2VJG28soSPwL",8753776,1140,FALSE,193417,"9 cents","5 minutes","47 days","4 days","29 students","0 dollars","has lost money.",0,1,1,1,1,0,1,0.714285714285714
"CYQILq42nU6QM2n6SYsnj7bwZq","tEQRlIlcGYLcmfBniZCxn8eA4j",3922001,1202,FALSE,148002,"10 cents","500 minutes","24 days","3 days","30 students","30 dollars","has broken even in the stock market.",0,0,0,0,0,0,0,0
"czNukObe6gmQPXTXlHWGPUKOsm","HT80xm7etI3JZspQxPgbRlphip",4197166,1278,FALSE,199953,"10 cents","5 minutes","12 days","4 days","29 students","0 dollars","has lost money.",0,1,0,1,1,0,1,0.571428571428571
"cZqLCGHubDRFd6eRCqB7nGWT5f","zalNO5yQQEfBeYizKF8ZkyMdWS",230495,11,FALSE,207577,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"D0c9FspmYzmFjsvj2bkZq1vp1Q","BaSO2ttsJlLjKqaCiEsSXTokEY",1884224,257,FALSE,148251,"10 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",0,1,1,1,0,1,1,0.714285714285714
"D1Bxw97hXe3VI8minbCLL18Sj5","ob9rEgu0hrWlJjsHieZLxC7mgU",965878,111,FALSE,160673,"10 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",0,1,1,1,0,1,1,0.714285714285714
"D1FDWuajNXwqJh23Jndtr7sxuU","D8coDsSphHvKrNoWZ7pQc1PKGM",278637,11,FALSE,264054,"10 cents","20 minutes","24 days","4 days","30 students","0 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"d5SK82fgjIwMot2KcjW39s3dPt","Zs6qQuqkRUO4PlhPk6FiC5sgTW",168529281,908,FALSE,226221,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"d7swq9H9vCRaZ8Xhq5HzweO55P","tRPKqKKyHxyBCs7sbHFQnoudFj",1737680,538,FALSE,187005,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"dA234scgjv4FRmxnXbPfQs4Z35","zpn09ibehfH20W7qYu5NwAt4RH",4849441,943,FALSE,279975,"5 cents","5 minutes","24 days","9 days","29 students","10 dollars","it cannot be determined.",1,1,0,0,1,0,0,0.428571428571429
"dA4IOMU7IGC2UiGJmuisrBmL7N","oJzptuCGYgTDYIlx6dM9nD3udU",1503782,178,TRUE,281006,"10 cents","20 minutes","24 days","12 days","29 students","10 dollars","is ahead of where he began.",0,0,0,0,1,0,0,0.142857142857143
"DAIpvQVUUsxNoUTqGa11zWZE7d","6msQVcAsM6AlU529BT4lsnlx0N",3746639,725,FALSE,226758,"10 cents","5 minutes","12 days","4 days","30 students","0 dollars","has lost money.",0,1,0,1,0,0,1,0.428571428571429
"dAIS2xrEU9ckJLjqQFHM4Iqiyy","MDCLkrsluV4ByLdhuvAKEl9UQ7",7840372,1266,FALSE,266444,"10 cents","100 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,0,1,1,1,1,1,0.714285714285714
"dAwbxSmsYCEiO9clnYEWi8OSBH","OlDLLgQigOCIqXo2tJE3I2W8ol",1720969,791,FALSE,92293,"10 cents","100 minutes","24 days","9 days","30 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"dB3GyPJAs5w1l9Jpe31S8frYX4","KhvVSpAbHMgtFBN1BzibbWx3Hy",3387761,1275,FALSE,75167,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"DBRMO4WQj8yzeIlG1zZNgeHiOD","ovIRACMNAdstS1fk1e9hkZq2jD",4408001,1289,FALSE,107141,"5 cents","100 minutes","47 days","9 days","29 students","30 dollars","has lost money.",1,0,1,0,1,0,1,0.571428571428571
"DbZZNLVEYcMQvzw7JMSbkhBIrb","BVCe3hwX3bFf4aqd6H5Jynlgbf",1745125,112,TRUE,281000,"10 cents","100 minutes","47 days","4 days","1 student","20 dollars","has lost money.",0,0,1,1,0,1,1,0.571428571428571
"DCH4qkxWPOYlmclTZVKDQBBVaY","weoTpKI1PXDJ0qq48QneSDtAoL",3273193,1188,FALSE,108233,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"dcvBhjhXuxZUDiKzCr3momM6L4","rOIL42JvcqFv2LpnMCgZ1DW6aS",6018804,1022,FALSE,239272,"5 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",1,1,1,1,0,1,1,0.857142857142857
"Ddyn7qUtQTIXRh6JF0xUKpldCX","tFA9iEdab5aPnewRweAeChwrrO",2414128,474,TRUE,281010,"9 cents","5 minutes","47 days","4 days","15 students",NA,NA,0,1,1,1,0,NA,NA,0.428571428571429
"deE459uAH4S4mmVIgkO8v72DVC","4CrhcFTJMw7r9FGaYznZFzoiAq",1843097,379,FALSE,221009,"10 cents","100 minutes","47 days","4 days","30 students","10 dollars","has lost money.",0,0,1,1,0,0,1,0.428571428571429
"DF5t14reh0b53TrDICK5h3O5IB","MJJ9RuVLnUtUk8WnuYCICpel1d",1980086,600,FALSE,232241,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"dHqlEJLOju0gnmuktJxlAoLvbt","DRVjDWJ4vZUGmkmiXC2g2W5ojB",387700,11,FALSE,258383,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"DJD1KgXQt6IkcheUHBVr4hV0nU","6m7pWYEqwKHJYmINeBXaMmnAPd",4621162,1291,FALSE,131709,"10 cents","100 minutes","24 days","12 days","1 student","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"DK0ZfcVP5Yl1aPM7IWG9zmcbaz","cC2MicNqymYFv9mkbakwlL9Eab",2950233,566,TRUE,281000,"10 cents","20 minutes","24 days","9 days","30 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"dnIl5NdP8gBOyqenl4VIS9Tmh2","4146moGBDptylZZCZeVdGEqogI",3894414,1303,FALSE,139627,"10 cents","5 minutes","24 days","9 days","1 student","30 dollars","has lost money.",0,1,0,0,0,0,1,0.285714285714286
"dNvJQvHRiqT5J9CGUaT9Thy6tb","SCjzxnKH8UvB9990FkOW5EwdD3",4002570,669,FALSE,153998,"5 cents","20 minutes","47 days","4 days","15 students","0 dollars","has broken even in the stock market.",1,0,1,1,0,0,0,0.428571428571429
"Dps6BMAat1HPv4tnojIqm8kXDj","Mo6rRnfaNSv4dF84b1fT79rDEv",1572803,231,FALSE,181096,"10 cents","100 minutes","36 days","9 days","30 students","20 dollars","has broken even in the stock market.",0,0,0,0,0,1,0,0.142857142857143
"dqm3YHiM3qUPi6covg69HvCSPE","UdGaAkF0RpytPGcLks9N9Xjfb2",1687655,718,FALSE,266246,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"DR15haz5pDHaKSHI8PaVezPO62","Z0EfCyJaRSJwcdoXKvo78bdfmK",620049,29,FALSE,268266,"10 cents","100 minutes","24 days","9 days","30 students","0 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"Dr2fnSDDoK1Io05NStgRvfKWE7","Iv95wkQjR8KmjrQ5rCX37cYc6v",1010062,124,FALSE,189573,"10 cents","5 minutes","47 days","4 days","30 students","10 dollars","is ahead of where he began.",0,1,1,1,0,0,0,0.428571428571429
"DrObgZZ6uFgf90zL40iJhRx1xB","h4RJbvF0DZvYhT7X6N73g1BtPU",2830016,1135,FALSE,86928,"10 cents","100 minutes","47 days","4 days","30 students","10 dollars","is ahead of where he began.",0,0,1,1,0,0,0,0.285714285714286
"DuomowKMabY0tRNiBKoDfHq1cW","h64OtE4UI1szs0dZsFznjlIlBQ",91046,11,FALSE,67127,"10 cents","100 minutes","24 days","3 days","1 student","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"dUV9k6SMUu2KWjwYm7yCUJzmTR","ip05cLPxMKnkisWgyTFoNp9DC6",330401,26,FALSE,102609,"10 cents","5 minutes","24 days","4 days","29 students","20 dollars","is ahead of where he began.",0,1,0,1,1,1,0,0.571428571428571
"dW0AyV9Dor9VsuYFdA0vaD0yp0","jd7D9UJ38gu5YDJsnOqd7AINyv",2132038,250,FALSE,230677,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"dw3bOsFCS8oZSVpOJtnD1lCIgb","LW59NB5Ruzzq3UMMq5nsAy0U1f",16467478,664,FALSE,41036,"10 cents","5 minutes","24 days","9 days","30 students","10 dollars","it cannot be determined.",0,1,0,0,0,0,0,0.142857142857143
"dwhrwYSzZEpT1SGOeUYLn8YQEy","S0x8e1wgJbD3y2zDTwynq80yWg",3440795,712,FALSE,221391,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"dwsHhU5dsnn5stKqRpOtTMyMJI","Sl82oGcSboRG3TGVNCM0QzqfT1",2123482,703,FALSE,111555,"10 cents","100 minutes","24 days","9 days","30 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"DWZPYdkGgPLRzbNwwudvELAE3h","6PcFFuVaMmHmawNYfcrQa2keto",72714310,26,FALSE,227469,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"Dx2ibwQKAJkAMYoHyp1Tvo4oKR","OybIg7tVpm4GnaGqtsgRmFlPYx",724575,383,FALSE,141764,"10 cents","100 minutes","12 days","3 days","30 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"dYfhggRSlaY8dvEG5T1YoERzL2","yVobN9N9XxceLb4zJjYXr7uSjq",1254514,412,FALSE,109171,"10 cents","100 minutes","24 days","9 days","30 students","0 dollars","has broken even in the stock market.",0,0,0,0,0,0,0,0
"dynhsXvqBoKCoy3cYmws3THzLw","3bcONdC3xIxaTLNAnOFy9VunCk",532966,383,FALSE,101718,"9 cents","100 minutes","24 days","3 days","30 students","0 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"dZiCmIMbASmBBTp83IcRUApiIM","109Vj3orFtKT09JGoIkKXPPWVV",3589748,1255,FALSE,153457,"5 cents","100 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,0,1,1,1,1,1,0.857142857142857
