trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_graph_literacy,task_admc_a2,task_admc_rc1,task_shipley_vocab,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_leapfrog,task_admc_rp,task_coherence_forecasting,custom_timer_ended_trial,interval_id,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,stimulus,response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,admc_id,admc_response,question_order,shipley_vocabulary_score,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response
html-keyboard-response,2,4,0.0-2.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,UlNct7uh19uBMnEfRlXIzTDA2v,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,7,51578,0.0-7.0-0.0-0.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,51737,0.0-7.0-1.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,9,102334,0.0-7.0-2.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,"[{'page_index': 0, 'viewing_time': 20062}, {'page_index': 1, 'viewing_time': 30524}]",50587.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,,False,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,10,102338,0.0-7.0-3.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,11,121399,0.0-7.0-4.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,"[{'page_index': 0, 'viewing_time': 19059}]",19059.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,12,142403,0.0-7.0-5.0-0.0-0.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,12.0,"[499.9792749126993, 520.2536948013534, 487.0912649951203, 507.5141583538824, 508.6665247180109, 493.43743664130574, 512.6278547067122, 467.0401977716955, 502.1721362410671, 466.4331941038164, '497.74', '469.50', '509.84', '485.64', '485.64']",601.6,True,0.0,0.0,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,13,163412,0.0-7.0-5.0-0.0-0.1,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,13.0,"[288.289001845115, 196.6625236562514, 287.091457230723, 248.1929468290382, 321.3325829541107, 284.21166615820596, 259.91157512683225, 244.54734109272172, 301.10975872651915, 323.56911756974006, '309.17', '315.22', '304.13', '293.04', '320.26', '343.45']",601.6,True,0.0,1.0,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,14,181761,0.0-7.0-5.0-0.0-0.2,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,18343.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,15.0,"[404.9831624953378, 381.9213864338536, 378.8458488380998, 359.5184775096729, 353.1818842600697, 332.53418927291693, 302.0131058400552, 295.248381544127, 285.86070541774467, 252.50793121398652, '237.57', '215.39', '195.22', '160.94', '129.68', '86.32']",601.6,True,0.0,2.0,linear,negative,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,15,202764,0.0-7.0-5.0-0.0-0.3,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,16.0,"[190.33411691426338, 227.01999668457964, 210.28413715132862, 253.86087691373314, 239.07012993682156, 229.88365266849038, 227.72131353950866, 238.4307865451356, 245.3075094573655, 257.82681879262157, 274.7423204210145, 279.41811976551134, 269.7660207409949, 272.124902932417, 254.54700470486284, 300.0299138846244, 291.52994889054, 307.57823045075816, 309.04997142377226, 316.6379383884188, 316.81716313449044, 318.17689902635897, 300.6106577110663, 333.3069248824931, 339.07469870653443, 329.3249582948365, 355.7834898070828, 354.547005860203, 360.54714595057766, 354.0035635402068, '362.61', '364.63', '354.55', '364.63', '358.58', '382.78']",601.6,True,0.0,3.0,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,16,224211,0.0-7.0-6.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,"[{'page_index': 0, 'viewing_time': 21441}]",21442.0,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,17,245214,0.0-7.0-7.0-0.0-0.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,18.0,"[433.9795354968631, 483.4898298989923, 487.5266181483812, 516.2338236743826, 478.6244104266075, 508.27022692785727, 488.08115283693985, 490.70921067388804, 506.6600309690104, 414.4800682001204, '440.26', '451.35', '446.31', '457.40', '445.30', '462.44']",601.6,False,0.0,0.0,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,18,266219,0.0-7.0-7.0-0.0-0.1,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,19.0,"[203.3719217319816, 200.34831950020325, 210.50371419914532, 239.38604125534698, 213.98266773154057, 209.45711410689907, 243.08661886724374, 232.16331966019024, 252.20308611280618, 286.7068783121374, 257.73592847900915, 262.4770017324422, 284.1460719025705, 272.40468448701546, 270.4953873298237, 298.4422716554231, 296.70521450145435, 307.8861751232264, 310.2130242486062, 336.02791399989803, 322.35209447519657, 326.02201258185, 333.4872040702305, 339.0587667593292, 341.78728744978963, 337.7505529018901, 355.2363567975713, 339.48051563685146, 356.27809613440553, 384.9264687414275, '390.85', '395.89', '395.89', '412.02', '422.11', '415.05']",601.6,False,0.0,1.0,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,19,284650,0.0-7.0-7.0-0.0-0.2,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,18417.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,20.0,"[75.45342331718142, 137.5631535676195, 157.1174968820264, 102.88620937095695, 140.29561281300155, 56.74697941666805, 143.28361473978651, 89.29077144760917, 92.39910383546588, 109.07743948558284, 94.39019702764101, 155.0783056963147, 172.68706522399452, 80.16546834817784, 126.19204696487111, 95.94341760938659, 98.66891131311252, 67.54789655211884, 159.96633516627463, 169.26987036925362, 48.38775915831622, 127.93536957387327, 135.190645799731, 84.21288607746229, 153.1056596704612, 145.32419256533606, 223.4946558506856, 161.43831353924566, 270.0791395821379, 244.93257144395358, '219.42', '242.62', '279.93', '239.59', '297.07', '277.91']",601.6,False,0.0,2.0,exponential,positive,high,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,20,305420,0.0-7.0-7.0-0.0-0.3,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,20765.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,21.0,"[36.49201922809363, 132.78455234560494, 100.39584442956435, 170.45058662692546, 20.62055924454952, 51.5832041445432, 161.96762745571445, 104.46337396285242, 173.23901156363618, 156.93135538390814, '174.05', '152.87', '107.49', '170.01', '158.92', '207.32']",601.6,False,0.0,3.0,exponential,positive,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,21,326422,0.0-7.0-7.0-0.0-0.4,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,23.0,"[442.7323108122711, 382.09705644537104, 365.5378936871003, 467.6742372087273, 305.78471567143754, 397.91470099683244, 367.7971540596513, 286.37214871314694, 359.73468645497525, 313.9755410917168, 300.12090794129574, 367.1917821799833, 306.0948910378156, 263.33343951258723, 339.2493586772201, 306.77151750100825, 304.37356619424054, 275.8315674350659, 297.6430948952192, 307.03391346087204, 234.8415435498991, 281.0881684678891, 236.70506296813406, 264.9658064414209, 251.17448591534492, 231.8522759072222, 280.3170192777199, 223.20453789332984, 214.7648879086514, 238.0469517769749, '216.40', '245.64', '218.42', '246.65', '223.46']",601.6,False,0.0,4.0,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,22,347428,0.0-7.0-7.0-0.0-0.5,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,24.0,"[98.2285297681849, 107.80451720428617, 120.84130763641735, 99.83321107947006, 93.12846425324616, 136.74119809550422, 124.12074262771841, 146.83814900362646, 133.7953045337751, 124.3774922102932, '135.73', '128.67', '154.89', '130.69', '141.78', '136.74']",601.6,False,0.0,5.0,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,23,368433,0.0-7.0-7.0-0.0-0.6,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,25.0,"[512.9955631485894, 423.3159531081511, 520.4889153012313, 497.0936465767268, 475.8693912607044, 470.3144973517008, 560.8819679829436, 520.2471254817322, 491.0038910815496, 470.94844309412093, 522.076951167883, 489.0711702753156, 446.3180411972552, 485.21255218545576, 494.2986539559231, 528.2026423232065, 465.3037900906147, 538.3313640373481, 483.24798189811855, 428.266287498455, 480.32206595426777, 460.3282697183225, 456.65576425715534, 412.24577858370213, 466.2953036505336, 363.3222629005348, 419.49299433202765, 399.7801138028993, 427.4922463804341, 317.55465539606865, '349.50', '376.73', '343.45', '328.33', '355.56', '321.27']",601.6,False,0.0,6.0,exponential,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,24,389438,0.0-7.0-7.0-0.0-0.7,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,26.0,"[205.2397278310803, 226.52622118120567, 247.54869520642222, 247.6829813153714, 255.39623226131624, 285.959149660677, 285.7200033379952, 299.64502232209776, 309.4475852530047, 318.0126388685524, '332.36', '346.48', '337.40', '363.62', '347.49', '372.70']",601.6,False,0.0,7.0,linear,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,25,410441,0.0-7.0-7.0-0.0-0.8,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,27.0,"[250.42234669133148, 150.79856951341344, 229.30374784208342, 210.29681969254338, 306.9084363182834, 204.34053124599382, 241.83918500356236, 218.04167224028808, 226.54014775211564, 276.3638220500624, 312.73320749689157, 244.2677404074364, 281.8167196022192, 354.78983995051374, 270.94364267913016, 310.31413394959986, 321.0217168218927, 269.4628530015637, 271.2499638330765, 355.99554959740476, 294.8883482820902, 329.4719433951794, 379.4818135613359, 356.7555836545154, 321.9930999491295, 360.25352756272065, 393.87946190120056, 309.5556601314379, 317.530538623195, 448.18430691174876, '391.86', '390.85', '446.31', '489.67', '434.21', '465.47']",601.6,False,0.0,8.0,linear,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,26,437604,0.0-7.0-7.0-0.0-0.9,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,28.0,"[106.16923452088028, 96.48990739650368, 88.90911969820483, 106.78904243989987, 104.2265719863057, 104.08449623332982, 98.0325550267546, 105.30992887105826, 119.19500030259651, 113.74210198518205, 103.79381373327956, 131.3416385041471, 120.6906143147053, 129.75931520637073, 121.65227264080522, 120.8921994879952, 132.34808591542364, 106.53266796015431, 123.53081412617352, 130.1735508464873, 136.96337166121705, 132.38822638881925, 153.25310480193178, 160.91201601891476, 162.68344342908875, 186.68955229930492, 201.23365203234238, 203.6470100394575, 217.57070599636648, 243.10896684003905, '259.50', '270.70', '268.21', '278.16', '278.16', '290.60']",601.6,False,0.0,9.0,exponential,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,27,458610,0.0-7.0-7.0-0.0-0.10,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,29.0,"[191.07445614112035, 244.3847797785566, 181.77616814979436, 206.15819128373022, 212.73569121078657, 254.0991540614567, 203.7948008637657, 197.9003302137331, 271.7323146035432, 242.35942265834066, '242.08', '274.41', '268.35', '304.72', '274.41', '289.56']",488.6,False,0.0,10.0,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,28,474637,0.0-7.0-7.0-0.0-0.11,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,16020.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,31.0,"[336.4413089933563, 317.728657869337, 311.1148989068598, 311.61686562061857, 313.56038909439366, 307.62628931193603, 296.37530476152966, 283.66695416347835, 282.1492939553192, 270.3018035462984, 265.22131257179444, 272.2092384266845, 266.8504856294266, 266.23672719545874, 258.354181223373, 276.08137699929415, 243.3482824320294, 245.94150209671636, 238.83513716293015, 234.94795918212998, 246.169592935085, 220.92038439547258, 225.69506631602357, 218.9500145682319, 215.08817936904555, 194.17984336959347, 195.85650418154245, 194.65151098351495, 186.20027795845974, 184.02826388775622, '180.45', '184.49', '166.30', '164.28', '146.10', '148.12']",488.6,False,0.0,11.0,linear,negative,low,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,29,495641,0.0-7.0-7.0-0.0-0.12,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,32.0,"[416.3421127698644, 393.62810777739725, 395.46808380424096, 401.6557809481006, 417.1019795825221, 416.5316613851687, 384.88398594134304, 402.57028193545824, 411.0498889939689, 406.0211361795518, 396.25394456534553, 387.4396528031288, 400.11526975936835, 406.19831858010434, 397.9371874481854, 398.07797253598596, 389.05485348379665, 392.5087285273886, 377.4168893110787, 399.314174646759, 378.62762166416076, 375.33324622727196, 352.6745298961365, 374.0312402580403, 352.09563117120854, 345.37798562584874, 337.3784218056172, 340.7443130370378, 313.3137928650312, 281.15132296732037, '280.47', '267.34', '276.43', '256.22', '257.23', '248.14']",488.6,False,0.0,12.0,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,30,516649,0.0-7.0-7.0-0.0-0.13,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,33.0,"[307.888328195122, 323.11620173956567, 324.0076754208152, 286.9456694175789, 271.0483085669677, 278.29225662335534, 227.1299618321342, 202.06504492795773, 199.09029064317872, 225.76860932731856, '240.06', '228.94', '223.89', '212.78', '244.10', '254.20']",488.6,False,0.0,13.0,linear,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,31,537651,0.0-7.0-7.0-0.0-0.14,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,34.0,"[297.4492276420601, 303.28225439009105, 308.29492931559315, 290.3082498549417, 274.9415281140993, 267.3633171568752, 246.15226495652914, 228.45361140835254, 235.0910048868058, 214.78111056372975, '190.55', '190.55', '182.47', '179.44', '168.32', '160.24']",488.6,False,0.0,14.0,linear,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,32,558653,0.0-7.0-7.0-0.0-0.15,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,35.0,"[410.5447232558419, 398.42369774817547, 411.0102073000741, 429.1403901640193, 401.9680951193174, 414.3009741212433, 394.646804903856, 392.8826475489343, 379.39424485044043, 365.9546450247233, '374.43', '394.64', '366.35', '373.42', '383.52', '370.39']",488.6,False,0.0,15.0,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,33,558731,0.0-7.0-8.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,34,558733,0.0-7.0-9.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,35,558740,0.0-7.0-11.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,36,558755,0.0-9.0-0.0-0.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,37,558909,0.0-9.0-1.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,38,558910,0.0-9.0-2.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,39,845041,0.0-9.0-3.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,286121.0,,,,,,,,,,,,gl_main_trial,,,,,,,,,,,,,,,,,,,False,38.0,,,,,,,,,,,"{'Q1': '35', 'Q2': '15', 'Q3': '25', 'Q4': '25', 'Q5': '20', 'Q6': '2', 'Q7': '25', 'Q8': '40', 'Q9': '20', 'Q10': '3', 'Q11': '4', 'Q12': '2', 'Q13': '5'}",35.0,15.0,25.0,25.0,20.0,2.0,25.0,40.0,20.0,3.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,40,845044,0.0-9.0-4.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,41,845046,0.0-9.0-5.0,QKfAH4AsGeJ4vOFeImNb,223301,3,rRkr5CL32tLU4AdMysmNQrFdM1,1T2zh6xBKuYph22ry55CJ3JZo8,1600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
