trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_admc_dr,task_admc_a1,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_cognitive_reflection,task_number_series,task_time_series,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,238,647372,0.0-13.0-8.0-0.0-0.6,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,348.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,6.0,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,239,648373,0.0-13.0-8.0-0.0-1.6,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,240,648636,0.0-13.0-8.0-0.0-0.7,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,262.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,7.0,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,241,649638,0.0-13.0-8.0-0.0-1.7,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,242,649927,0.0-13.0-8.0-0.0-0.8,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,287.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,8.0,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,243,650929,0.0-13.0-8.0-0.0-1.8,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,244,651102,0.0-13.0-8.0-0.0-0.9,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,173.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,9.0,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,245,652104,0.0-13.0-8.0-0.0-1.9,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,246,652132,0.0-13.0-8.0-0.0-0.10,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,27.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,10.0,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,247,653136,0.0-13.0-8.0-0.0-1.10,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,248,653148,0.0-13.0-8.0-0.0-0.11,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,12.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,11.0,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,249,654149,0.0-13.0-8.0-0.0-1.11,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,250,654180,0.0-13.0-8.0-0.0-0.12,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,22.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,12.0,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,251,655182,0.0-13.0-8.0-0.0-1.12,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,252,655608,0.0-13.0-8.0-0.0-0.13,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,425.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,13.0,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,253,656610,0.0-13.0-8.0-0.0-1.13,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,254,656959,0.0-13.0-8.0-0.0-0.14,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,348.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,14.0,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,255,657961,0.0-13.0-8.0-0.0-1.14,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,256,658340,0.0-13.0-8.0-0.0-0.15,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,379.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,15.0,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,257,659341,0.0-13.0-8.0-0.0-1.15,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,258,659716,0.0-13.0-8.0-0.0-0.16,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,374.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,16.0,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,259,660726,0.0-13.0-8.0-0.0-1.16,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,260,661132,0.0-13.0-8.0-0.0-0.17,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,404.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,17.0,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,662133,0.0-13.0-8.0-0.0-1.17,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,262,662342,0.0-13.0-8.0-0.0-0.18,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,208.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,18.0,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,663344,0.0-13.0-8.0-0.0-1.18,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,264,663427,0.0-13.0-8.0-0.0-0.19,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,82.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,19.0,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,664429,0.0-13.0-8.0-0.0-1.19,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,266,664575,0.0-13.0-8.0-0.0-0.20,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,139.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,20.0,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,665577,0.0-13.0-8.0-0.0-1.20,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,268,665640,0.0-13.0-8.0-0.0-0.21,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,62.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,21.0,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,666642,0.0-13.0-8.0-0.0-1.21,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,270,666680,0.0-13.0-8.0-0.0-0.22,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,37.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,22.0,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,667682,0.0-13.0-8.0-0.0-1.22,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,272,667686,0.0-13.0-8.0-0.0-0.23,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,3.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,23.0,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,668687,0.0-13.0-8.0-0.0-1.23,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,274,669166,0.0-13.0-8.0-0.0-0.24,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,478.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,24.0,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,670168,0.0-13.0-8.0-0.0-1.24,H1B2V5Xe5BW3Q6smlZl4,33ff78,5,4nzdFmrvKGHrE9x7gQXcbl1DsS,AQlNui6mbCLYzIVnmydjYm5pkC,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
