trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_admc_rc2,task_cognitive_reflection,task_raven_matrix,task_time_series,task_number_series,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_a1,task_impossible_question,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,list_id,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,ns_id,ns_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,177,853557,0.0-9.0-7.0-0.0-2.40,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,178,853859,0.0-9.0-7.0-0.0-0.41,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,179,862219,0.0-9.0-7.0-0.0-1.41,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,8358.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,2902.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,41.0,A,harmony,text,array,large,small,0.3399999999999999,0.3,400.0,10.0,136.0,3.0,264.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,180,863227,0.0-9.0-7.0-0.0-2.41,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,181,863529,0.0-9.0-7.0-0.0-0.42,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,182,866860,0.0-9.0-7.0-0.0-1.42,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,3329.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,2933.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,42.0,A,harmony,array,text,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,183,867861,0.0-9.0-7.0-0.0-2.42,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,184,868162,0.0-9.0-7.0-0.0-0.43,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,185,875278,0.0-9.0-7.0-0.0-1.43,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,7113.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,2954.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,43.0,A,harmony,array,text,small,large,0.1,0.11,10.0,400.0,1.0,44.0,9.0,356.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,186,876285,0.0-9.0-7.0-0.0-2.43,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,187,876586,0.0-9.0-7.0-0.0-0.44,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,188,880417,0.0-9.0-7.0-0.0-1.44,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,3829.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,2983.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,44.0,A,conflict,text,text,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,189,881419,0.0-9.0-7.0-0.0-2.44,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,190,881721,0.0-9.0-7.0-0.0-0.45,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,191,889358,0.0-9.0-7.0-0.0-1.45,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,7635.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,3004.0,arrowright,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,45.0,A,conflict,text,text,large,small,0.14,0.2,400.0,10.0,56.0,2.0,344.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,192,890363,0.0-9.0-7.0-0.0-2.45,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,193,890665,0.0-9.0-7.0-0.0-0.46,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,194,893297,0.0-9.0-7.0-0.0-1.46,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,2630.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,3033.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,46.0,A,conflict,array,array,small,large,0.3,0.2799999999999999,10.0,400.0,3.0,112.0,7.0,288.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,195,894298,0.0-9.0-7.0-0.0-2.46,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,196,894600,0.0-9.0-7.0-0.0-0.47,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,197,897326,0.0-9.0-7.0-0.0-1.47,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,2724.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,3052.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,47.0,A,conflict,text,array,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,198,898328,0.0-9.0-7.0-0.0-2.47,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,199,898330,0.0-9.0-8.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,200,904971,0.0-9.0-9.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,6640.0,,,,,,,,,,,,feedback_Denominator Neglect_A,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,201,904975,0.0-9.0-10.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,202,904976,0.0-9.0-12.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_A__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,203,916120,0.0-10.0-0.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 11142}]",11142.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,204,916124,0.0-11.0-0.0-0.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,205,916276,0.0-11.0-1.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,206,1037281,0.0-11.0-2.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,True,3129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,207,1037286,0.0-11.0-3.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,208,1092889,0.0-11.0-4.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 55602}]",55602.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,3374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,209,1093194,0.0-11.0-5.0-0.0-0.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,210,1100960,0.0-11.0-5.0-0.0-1.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,7763.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,3494.0,arrowleft,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",True,0.0,0.0,B,harmony,both,both,large,small,0.16,0.1,400.0,10.0,64.0,1.0,336.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,211,1101961,0.0-11.0-5.0-0.0-2.0,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,212,1102262,0.0-11.0-5.0-0.0-0.1,nI96xlUaBGatfwp5LcrD,33ff78,5,gkQ2hRRoG5J870UrZ0oI4PnEvp,ZmwVKcbi4mDpMZgwkL8s5gqpd5,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
