trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_number_series,task_raven_matrix,task_cognitive_reflection,task_admc_dr,task_admc_a1,task_leapfrog,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,custom_timer_ended_trial,interval_id,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response,ns_id,ns_response,question_order,list_id,correct_answer,correct,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,admc_id,admc_response,slider_start,slider_moved,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-keyboard-response,2,5,0.0-2.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,2emvS7acTnVcTBi4WWx1ViCzxF,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,2,0.0-0.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1000,0.0-1.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,1004.0,756.0,True,chrome,123.0.0,False,Mac OS,True,61.26,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1001,0.0-2.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,3,1218,0.0-3.0-0.0-0.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1369,0.0-3.0-1.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,5,21712,0.0-3.0-2.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,"[{'page_index': 0, 'viewing_time': 16025}, {'page_index': 1, 'viewing_time': 4315}]",20340.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,False,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,6,21724,0.0-3.0-3.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,7,25941,0.0-3.0-4.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,"[{'page_index': 0, 'viewing_time': 4216}]",4217.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,8,46942,0.0-3.0-5.0-0.0-0.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,131.0,"<canvas id=""myChart""></canvas>","[365.0000423019893, 409.4867531305279, 386.368310218899, 303.02561371216547, 383.12682623281773, 368.92015656383893, 366.125429143915, 354.52215143877385, 307.900733518599, 382.72277654503534, 300.2666093506623, 349.8617090206091, 287.03198491485557, 359.0230591164778, 349.25742578163295, 276.9541548230061, 361.197657181934, 249.03969071346054, 271.65356396772745, 329.805822160471, 268.7754499156596, 271.4837132613836, 265.71450583412536, 252.21719602008122, 279.47294969190426, 240.96903768589067, 243.6953762542125, 255.43063235244898, 187.73385142925218, 256.95415640317225, '236.65', '237.66', '218.49', '221.52', '176.13']",576.6,True,0.0,0.0,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,9,59583,0.0-3.0-5.0-0.0-0.1,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,12633.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,143.0,"<canvas id=""myChart""></canvas>","[186.79236104678694, 192.78424029658663, 212.57116702847733, 220.03307864907956, 210.7795319928463, 207.01619146436562, 239.70130825734662, 215.96679113113413, 237.2048259310636, 234.09005759948406, 253.30267067402096, 263.6233238511197, 252.13551728310037, 263.74586064081694, 286.8458512741799, 268.43754614105086, 259.09558328915534, 286.0734355757109, 288.702006379428, 287.48794203349416, 293.10530199116664, 300.2122738136713, 294.8599572941171, 316.1926661249029, 333.73001269793366, 325.98668455195855, 328.23973975795604, 334.60856574742814, 333.70175927130384, 359.0888463509966, '358.71', '363.75', '370.82', '361.74', '382.92', '377.88']",576.6,True,0.0,1.0,linear,positive,low,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,10,80593,0.0-3.0-5.0-0.0-0.2,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,151.0,"<canvas id=""myChart""></canvas>","[200.77097077542405, 151.8345383019563, 172.74570476576298, 201.61903584811049, 212.535724943254, 202.57810027739637, 203.37358542319552, 289.11575564612895, 252.94284263275412, 248.97710275460017, 255.04229591772685, 256.77599090455703, 287.0291369838407, 260.88163965772577, 210.0932663390127, 271.10356472140336, 312.99918364437985, 253.55906024021687, 264.4333381149911, 383.0164304265887, 306.4056057311325, 293.2672452736615, 367.4059894939296, 332.2690746613669, 292.60616870375674, 317.0442278196291, 418.7190119645907, 370.54733838728197, 404.66627852317555, 352.1024130886338, '382.92', '361.74', '402.09', '378.89', '399.06', '397.04']",576.6,True,0.0,2.0,linear,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,11,98417,0.0-3.0-5.0-0.0-0.3,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,17812.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,161.0,"<canvas id=""myChart""></canvas>","[195.21747151945294, 210.9838572650656, 201.09885748649046, 208.1549886750853, 232.89831162670788, 245.07664250512283, 243.94952637939798, 260.58141367338095, 250.59749036486548, 235.10169314367437, 244.0295827594463, 253.41283938319478, 253.77861043256272, 250.07724040120058, 276.03883860972087, 260.5525320008018, 281.02843863339757, 288.49125618264696, 279.42405950020446, 282.12068030231325, 304.45275008691266, 319.4753727763302, 318.59122658567725, 321.8164318248541, 321.97315685933904, 320.9562563872604, 314.7921463106558, 339.3765317495946, 344.8844426368762, 353.77412650595755, '357.70', '348.62', '365.77', '376.87', '381.91', '373.84']",576.6,True,0.0,3.0,linear,positive,low,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,12,105715,0.0-3.0-6.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,"[{'page_index': 0, 'viewing_time': 7289}]",7289.0,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,False,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,13,121483,0.0-3.0-7.0-0.0-0.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,15765.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,171.0,"<canvas id=""myChart""></canvas>","[491.9219558425746, 468.96134872686275, 475.8233424133267, 471.2696129576579, 478.2967425827267, 468.7166600476953, 456.07553329195787, 480.35635456519947, 442.67235408972965, 452.8893267166192, '451.52', '449.50', '458.58', '450.51', '443.45', '434.37']",576.6,False,0.0,0.0,exponential,negative,low,datapoints_10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,14,142494,0.0-3.0-7.0-0.0-0.1,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,179.0,"<canvas id=""myChart""></canvas>","[379.5691354252581, 370.02547360464206, 367.6487874534394, 365.3520376159527, 360.5903265355318, 350.1045992072715, 363.81033676003455, 353.69595465352546, 347.1685399058006, 328.2478593521951, 320.21911606907577, 330.16973886819227, 322.81246507571257, 328.80073454177915, 304.6451379862653, 291.91931548344076, 302.38365254337515, 283.244446428898, 287.9438623484423, 272.9570228720863, 281.90399163879675, 252.63257253150647, 241.70605707847838, 251.7401500185945, 277.27483109565424, 236.6340854896317, 245.63425898769927, 250.24880484540597, 253.4985701413525, 227.4401799177593, '232.62', '238.67', '245.73', '246.74', '219.50', '227.57']",576.6,False,0.0,1.0,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,15,157107,0.0-3.0-7.0-0.0-0.2,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,14599.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,188.0,"<canvas id=""myChart""></canvas>","[494.7956938352274, 480.0800516910012, 472.497645408083, 493.59304567819294, 478.30455728466825, 481.59153705226197, 482.547441824292, 464.33224573381165, 468.9336559211782, 467.3577776465393, 462.56923165814635, 480.9512129240959, 471.1237242138777, 464.7053993472379, 473.4618487119474, 475.0638810504915, 479.32522177851035, 455.4937452943738, 458.996498443388, 469.35692673142563, 461.8172431482271, 434.5251660687845, 430.8313032664052, 415.6185688974259, 408.10239190841276, 405.8430057342528, 386.6369944920758, 377.7577985838426, 358.8602075830418, 346.9474554042972, '337.53', '328.45', '313.32', '308.27', '308.27', '295.16']",576.6,False,0.0,2.0,exponential,negative,low,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,16,174280,0.0-3.0-7.0-0.0-0.3,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,17160.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,197.0,"<canvas id=""myChart""></canvas>","[375.4204069472219, 312.52495338073675, 383.5306336485074, 286.71394162301044, 367.5466254751431, 286.27765329242516, 405.86956224768494, 342.4516650787239, 327.4899024478236, 306.83375342812303, 288.2915610220226, 304.72743005628706, 277.9302765389804, 342.3642716711688, 270.60654943788376, 353.43518077433544, 285.27754631673184, 245.03718145482648, 316.59068008990386, 313.7030269196738, 290.8978454062595, 303.5122221660713, 248.5625591284635, 310.0688076431406, 254.2191342200234, 184.33181149591113, 250.532853316438, 227.25394268399597, 298.1045159518586, 231.40844708918655, '277.00', '227.57', '260.86', '219.50', '286.08', '246.74']",576.6,False,0.0,3.0,linear,negative,high,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,17,195292,0.0-3.0-7.0-0.0-0.4,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,205.0,"<canvas id=""myChart""></canvas>","[208.06648198849905, 213.1931397107922, 243.81445141867673, 255.28258841153664, 257.5004059268662, 263.71508706508035, 291.6810209136737, 271.3448643230826, 291.39208027435546, 307.63372990995, '318.36', '314.33', '339.54', '346.61', '348.62', '339.54']",576.6,False,0.0,4.0,linear,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,18,216301,0.0-3.0-7.0-0.0-0.5,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,213.0,"<canvas id=""myChart""></canvas>","[402.56813281870245, 408.58856670825014, 381.5263316112588, 356.82309070180975, 336.2607201487848, 237.89171972353574, 320.5081750935786, 285.11259963781373, 326.37195377130575, 198.0905766316182, '235.64', '217.49', '293.14', '225.56', '259.85', '241.70']",576.6,False,0.0,5.0,linear,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,19,237309,0.0-3.0-7.0-0.0-0.6,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,220.0,"<canvas id=""myChart""></canvas>","[149.6814625184612, 95.6535007603487, 159.83299818719246, 102.12024578867135, 138.37738295915403, 164.07926150241505, 41.11118408145063, 131.08865442852866, 140.97961917835863, 169.74645427745324, '144.86', '178.14', '194.28', '159.99', '204.37', '214.46']",576.6,False,0.0,6.0,exponential,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,20,254066,0.0-3.0-7.0-0.0-0.7,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,16746.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,228.0,"<canvas id=""myChart""></canvas>","[477.12993718011927, 492.0242206801499, 506.71253761195754, 499.1269202559482, 441.1088639241423, 497.9492257195108, 502.59016452565135, 494.0802498122943, 432.37133298210324, 480.38210724100713, 513.032448868242, 430.1567600053655, 507.4237799321516, 442.7718953824075, 457.32972100624954, 468.9322354881078, 468.68290584322193, 430.7849521752803, 465.5269751625228, 432.77585203995227, 505.2605573833532, 462.60805160619776, 381.39030722895666, 427.4038594470566, 416.8919247270119, 465.47659776953014, 450.53006816655693, 391.6763810412182, 310.95323006021164, 354.60760994668715, '365.77', '375.86', '411.17', '388.97', '423.27', '447.48']",576.6,False,0.0,7.0,exponential,negative,high,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,21,275077,0.0-3.0-7.0-0.0-0.8,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,236.0,"<canvas id=""myChart""></canvas>","[100.62531043060939, 109.69091405202593, 96.3452106931922, 87.41070808112559, 98.73390836850417, 109.48348124847892, 101.27928056417987, 111.41881132934101, 121.91558672248259, 129.78434253285826, '137.79', '149.90', '162.00', '165.03', '175.12', '181.17']",576.6,False,0.0,8.0,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,22,288592,0.0-3.0-7.0-0.0-0.9,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,13508.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,244.0,"<canvas id=""myChart""></canvas>","[85.15996663813256, 102.63949288885897, 113.83496413460718, 97.03124268080934, 94.04448415656275, 97.76939626010855, 96.31114020367939, 103.27949453342256, 97.27144809198266, 85.04453164761738, 106.38197618110297, 117.22977001396336, 95.388747817872, 102.35970158406391, 113.06798358326307, 95.39363609828524, 102.15415110157574, 121.96094723007118, 140.7494246157269, 134.2461308414664, 149.7294993936831, 138.2517915511667, 148.0866584892298, 144.50288445313836, 149.33216523082942, 185.60605207450593, 193.53421773544173, 210.7959538514899, 219.53812134412863, 231.28552634669975, '232.62', '236.65', '229.59', '241.70', '247.75', '253.80']",576.6,False,0.0,9.0,exponential,positive,low,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,23,303727,0.0-3.0-7.0-0.0-0.10,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,15124.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,253.0,"<canvas id=""myChart""></canvas>","[166.19984431920574, 151.77294490326815, 138.36640000041226, 183.43352962088574, 196.94132617478158, 230.09454993610967, 274.1412653200758, 178.59212408647463, 209.64454822237846, 205.38595282239203, 240.55500522597902, 217.73087062060466, 290.5947283270048, 301.2124399565282, 355.2226976614297, 193.23728422246978, 352.5418200146685, 244.67204197406804, 311.03578429323346, 303.26992850184524, 318.8279420266801, 310.6049428830195, 306.6790959692915, 334.11370332250243, 353.90726460293314, 335.603154982089, 299.9573866636877, 331.3133829666488, 403.36746567552944, 381.78189111239465, '389.98', '383.93', '332.48', '405.11', '400.07', '392.00']",576.6,False,0.0,10.0,linear,positive,high,datapoints_30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,24,324738,0.0-3.0-7.0-0.0-0.11,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,262.0,"<canvas id=""myChart""></canvas>","[205.24194796178222, 189.2374008027861, 220.3352628670333, 214.7092918783484, 225.91875053134726, 227.4449630569734, 227.37340947028156, 213.56972495721118, 252.62862642551877, 254.05095211940375, 268.5863633181006, 251.14066153773612, 264.87695608653394, 249.94457658764307, 252.9513161116861, 283.8282840476928, 274.3029627300957, 307.9289552675592, 275.75603044104696, 316.7479008224221, 311.3828703583252, 337.45276458643195, 311.68237472396083, 329.0970664024446, 338.5813300310981, 343.3567265351581, 348.9432946692413, 345.9220354227363, 339.5014981657953, 343.21714317108274, '331.47', '359.72', '356.69', '365.77', '358.71', '368.80']",576.6,False,0.0,11.0,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,25,345749,0.0-3.0-7.0-0.0-0.12,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,269.0,"<canvas id=""myChart""></canvas>","[95.91467589210606, 22.372564590449684, 105.17041670195995, 129.6645969082035, 79.64144180834795, 78.05192528514117, 98.24530667556172, 44.583721737756306, 150.86632422401772, 86.46853598718144, 118.40321398314983, 107.38251835732746, 46.220572231849054, 141.23865793256212, 121.38176012372409, 174.24285069607984, 127.62975597297583, 89.55030800751886, 88.07213173133297, 154.6819282801832, 190.66654556559735, 177.16817641684867, 143.71576633449828, 155.6065476472397, 107.61351784424826, 181.1166372561114, 199.63230598883243, 208.83097366588026, 232.36570470482067, 277.1642493814493, '268.93', '239.68', '255.82', '251.78', '269.94', '272.97']",576.6,False,0.0,12.0,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,26,366760,0.0-3.0-7.0-0.0-0.13,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,276.0,"<canvas id=""myChart""></canvas>","[251.04316952818968, 256.81443268775547, 231.78298454985577, 290.9118751735178, 240.24597491238316, 303.7562662039877, 334.7599120543922, 211.4777887796657, 325.2547222623848, 257.8316172846762, '318.36', '283.05', '354.68', '268.93', '346.61', '317.35']",576.6,False,0.0,13.0,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,27,383489,0.0-3.0-7.0-0.0-0.14,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,16719.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,286.0,"<canvas id=""myChart""></canvas>","[476.50764560942014, 468.1275270279027, 525.3764859374184, 513.9397957189506, 520.4865378516073, 443.60853785642286, 506.15663765060606, 455.04991939121504, 418.66245910754594, 399.19990988503025, '424.28', '376.87', '361.74', '352.66', '337.53', '335.51']",576.6,False,0.0,14.0,exponential,negative,high,datapoints_10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,28,394367,0.0-3.0-7.0-0.0-0.15,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,10873.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,295.0,"<canvas id=""myChart""></canvas>","[372.8916845589169, 338.83582966250987, 344.93612546002134, 333.0787226599745, 306.66354661535706, 311.6611965035002, 287.47143112574975, 282.94863830258976, 276.9472038838495, 253.3740093963704, '234.63', '224.55', '209.42', '196.30', '183.19', '189.24']",576.6,False,0.0,15.0,linear,negative,low,datapoints_10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,29,394372,0.0-3.0-8.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,30,400956,0.0-3.0-9.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,6583.0,,,,,,,,,,,,feedback_Time series,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,31,400958,0.0-3.0-10.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,32,400962,0.0-3.0-12.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,async_data_save,,Time series__completed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,33,401115,0.0-5.0-1.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
