trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_abstraction,task_admc_a2,task_coherence_forecasting,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_admc_rc1,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,task_leapfrog,task_graph_literacy,custom_timer_ended_trial,interval_id,response,shipley_abstraction_score,stimulus,slider_start,slider_moved,admc_id,admc_response,moved_sliders,cfs_id,cfs_response,response_choice,response_slider,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,question_order,shipley_vocabulary_score,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
html-keyboard-response,137,2379028,0.0-15.0-5.0-0.0-2.7,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,138,2389995,0.0-15.0-6.0,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 10965}]",10965.0,,,,,,,,,,,,dn_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,139,2390308,0.0-15.0-7.0-0.0-0.0,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,140,2402176,0.0-15.0-7.0-0.0-1.0,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,11866.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,117.0,arrowright,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,0.0,,,,,,,,A,conflict,text,text,small,large,0.2,0.22,10.0,400.0,2.0,88.0,8.0,312.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,141,2403179,0.0-15.0-7.0-0.0-2.0,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,142,2403480,0.0-15.0-7.0-0.0-0.1,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,143,2409747,0.0-15.0-7.0-0.0-1.1,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,6265.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,120.0,arrowright,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,1.0,,,,,,,,A,conflict,array,text,large,small,0.29,0.3,400.0,10.0,116.0,3.0,284.0,7.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,144,2410750,0.0-15.0-7.0-0.0-2.1,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,145,2411051,0.0-15.0-7.0-0.0-0.2,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,146,2416209,0.0-15.0-7.0-0.0-1.2,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,5156.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,123.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,2.0,,,,,,,,A,harmony,text,text,large,small,0.27,0.2,400.0,10.0,108.0,2.0,292.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,147,2417211,0.0-15.0-7.0-0.0-2.2,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,148,2417517,0.0-15.0-7.0-0.0-0.3,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,149,2424509,0.0-15.0-7.0-0.0-1.3,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,6990.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,126.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,3.0,,,,,,,,A,harmony,text,array,large,small,0.28,0.2,400.0,10.0,112.0,2.0,288.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,150,2425512,0.0-15.0-7.0-0.0-2.3,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,151,2425813,0.0-15.0-7.0-0.0-0.4,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,152,2434308,0.0-15.0-7.0-0.0-1.4,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,8493.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,129.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,4.0,,,,,,,,A,harmony,array,text,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,153,2435310,0.0-15.0-7.0-0.0-2.4,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,154,2435626,0.0-15.0-7.0-0.0-0.5,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,155,2447394,0.0-15.0-7.0-0.0-1.5,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,11766.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,132.0,arrowright,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,5.0,,,,,,,,A,harmony,array,text,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,156,2448396,0.0-15.0-7.0-0.0-2.5,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,157,2448698,0.0-15.0-7.0-0.0-0.6,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,158,2454535,0.0-15.0-7.0-0.0-1.6,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,5835.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,136.0,arrowright,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,6.0,,,,,,,,A,harmony,array,array,large,small,0.07,0.1,400.0,10.0,28.0,1.0,372.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,159,2455538,0.0-15.0-7.0-0.0-2.6,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,160,2455839,0.0-15.0-7.0-0.0-0.7,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,161,2461508,0.0-15.0-7.0-0.0-1.7,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,5666.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,139.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,7.0,,,,,,,,A,harmony,array,array,small,large,0.3,0.24,10.0,400.0,3.0,96.0,7.0,304.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,162,2462510,0.0-15.0-7.0-0.0-2.7,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,163,2462812,0.0-15.0-7.0-0.0-0.8,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,164,2465776,0.0-15.0-7.0-0.0-1.8,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,2962.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,142.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,8.0,,,,,,,,A,conflict,array,array,small,large,0.1,0.03,10.0,400.0,1.0,12.0,9.0,388.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,165,2466778,0.0-15.0-7.0-0.0-2.8,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,166,2467080,0.0-15.0-7.0-0.0-0.9,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,167,2480106,0.0-15.0-7.0-0.0-1.9,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,13024.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,145.0,arrowleft,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,False,0.0,9.0,,,,,,,,A,harmony,array,text,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,168,2481109,0.0-15.0-7.0-0.0-2.9,r40vkp47qAZnHweLnRIa,223301,3,n41T29tBKH9KNB9Hs7EMgGLfqk,w5mLcCdtdTOCrd1XhWAEFclPJP,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
