trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc1,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rp,task_shipley_vocab,task_time_series,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_a2,task_leapfrog,task_coherence_forecasting,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,shipley_abstraction_score,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,moved_sliders,question_order,shipley_vocabulary_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response
html-keyboard-response,2,3,0.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,bql3mI0QqwgqBqkLHtiKUcPtPQ,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,10984,0.0-7.0-1.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,8,24099,0.0-7.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 13113}]",13113.0,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,False,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,24100,0.0-7.0-3.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,10,82834,0.0-7.0-4.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,58730.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,5.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",1.0,2,True,rc1_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,11,104959,0.0-7.0-4.0-0.1,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,22122.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,6.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",1.0,1,True,rc1_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,12,133320,0.0-7.0-4.0-0.2,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,28360.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,7.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",1.0,4,True,rc1_3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,13,160268,0.0-7.0-4.0-0.3,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,26945.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,8.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",1.0,5,True,rc1_4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,14,206670,0.0-7.0-4.0-0.4,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,46401.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,9.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,3,True,rc1_5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,15,225013,0.0-7.0-4.0-0.5,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,18340.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,10.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,2,True,rc1_6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,16,245545,0.0-7.0-4.0-0.6,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,20530.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,11.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",1.0,4,True,rc1_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,17,245546,0.0-7.0-5.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,18,245547,0.0-7.0-6.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,19,245551,0.0-7.0-8.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,20,245555,0.0-9.0-0.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,21,245710,0.0-9.0-1.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,22,268253,0.0-9.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 22541}]",22541.0,,,,,,,,,,,,shipley_abstraction_instructions,,,,,,,,,,,,,,,,,,,False,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,23,268254,0.0-9.0-3.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,24,989271,0.0-9.0-4.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,721011.0,,,,,,,,,,,,shipley_abstraction_test_trial,,,,,,,,,,,,,,,,,,,True,15.0,,,"{'shipley_abstraction_1_0': '6', 'shipley_abstraction_2_0': 'u', 'shipley_abstraction_2_1': 'p', 'shipley_abstraction_3_0': 'E', 'shipley_abstraction_4_0': '3', 'shipley_abstraction_5_0': 'W', 'shipley_abstraction_6_0': 'd', 'shipley_abstraction_6_1': 'o', 'shipley_abstraction_6_2': 'o', 'shipley_abstraction_6_3': 'm', 'shipley_abstraction_7_0': 'a', 'shipley_abstraction_7_1': 'p', 'shipley_abstraction_7_2': 'e', 'shipley_abstraction_8_0': 'a', 'shipley_abstraction_8_1': 't', 'shipley_abstraction_9_0': 'S', 'shipley_abstraction_10_0': '5', 'shipley_abstraction_10_1': '4', 'shipley_abstraction_11_0': 'i', 'shipley_abstraction_11_1': 'n', 'shipley_abstraction_12_0': '6', 'shipley_abstraction_12_1': '5', 'shipley_abstraction_12_2': '7', 'shipley_abstraction_12_3': '3', 'shipley_abstraction_12_4': '2', 'shipley_abstraction_13_0': 'g', 'shipley_abstraction_13_1': 'o', 'shipley_abstraction_13_2': 'a', 'shipley_abstraction_13_3': 't', 'shipley_abstraction_14_0': '13', 'shipley_abstraction_15_0': 'h', 'shipley_abstraction_15_1': 'i', 'shipley_abstraction_15_2': 'd', 'shipley_abstraction_16_0': 'P', 'shipley_abstraction_16_1': 'P', 'shipley_abstraction_17_0': '3', 'shipley_abstraction_17_1': '6', 'shipley_abstraction_17_2': '4', 'shipley_abstraction_17_3': '2', 'shipley_abstraction_17_4': '5', 'shipley_abstraction_18_0': '29', 'shipley_abstraction_19_0': 'r', 'shipley_abstraction_20_0': '', 'shipley_abstraction_21_0': '', 'shipley_abstraction_22_0': '', 'shipley_abstraction_22_1': '', 'shipley_abstraction_23_0': 'c', 'shipley_abstraction_23_1': 'h', 'shipley_abstraction_23_2': 'a', 'shipley_abstraction_23_3': 'n', 'shipley_abstraction_23_4': 'g', 'shipley_abstraction_23_5': 'e', 'shipley_abstraction_24_0': '', 'shipley_abstraction_25_0': '', 'shipley_abstraction_25_1': '', 'shipley_abstraction_25_2': ''}",,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,25,989274,0.0-9.0-5.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,26,989276,0.0-9.0-6.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,27,989280,0.0-9.0-8.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,sYhmlf0TcuEZj3ICxBp91orcMk,1440.0,900.0,,,,,,,,,,,,,,async_data_save,,Shipley (Abstraction)__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,1,0.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1033,0.0-1.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,1371.0,683.0,True,chrome,116.0.0,False,Mac OS,True,61.2,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1033,0.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,1034,0.0-3.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1034,0.0-5.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,5,1035,0.0-7.0-0.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,6,1188,0.0-7.0-1.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,7,53678,0.0-7.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,"[{'page_index': 0, 'viewing_time': 17106}, {'page_index': 1, 'viewing_time': 35383}]",52489.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,53679,0.0-7.0-3.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,9,64860,0.0-7.0-4.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,"[{'page_index': 0, 'viewing_time': 11181}]",11181.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,10,65167,0.0-7.0-5.0-0.0-0.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,11,74612,0.0-7.0-5.0-0.0-1.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,9442.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,22.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,True,0.0,0.0,A,conflict,text,text,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,12,75619,0.0-7.0-5.0-0.0-2.0,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,13,75922,0.0-7.0-5.0-0.0-0.1,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,14,81647,0.0-7.0-5.0-0.0-1.1,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,5710.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,25.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,True,0.0,1.0,A,harmony,text,array,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,15,82652,0.0-7.0-5.0-0.0-2.1,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,16,82956,0.0-7.0-5.0-0.0-0.2,ZXe1cb51JJRzhbuXMZ5f,223301,3,rjDDC5eHx0Lx5oIqwW3xFW2maa,ZjsAVS5WMTXY3t4L4eUFS2ulSz,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
