view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,experiment_parameters,task_impossible_question,task_cognitive_reflection,task_leapfrog,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,task_admc_a1,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_raven_matrix,task_time_series,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,list_id,y_axis_values,chart_height,func,direction,noise_condition,datapoints
,,html-keyboard-response,2,4,0.0-2.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,browser-check,3,1021,0.0-3.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,1536.0,791.0,True,chrome,123.0.0,False,Windows 10,True,60.87,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,4,1022,0.0-4.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,5,1174,0.0-5.0-1.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 3456}]",3457.0,instructions,6,4632,0.0-5.0-2.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_general_instructions,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,7,4633,0.0-5.0-3.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4847.0,survey-html-form,8,9488,0.0-5.0-4.0-0.0-0.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_39': '1', 'GK_39_slider': '89'}",,False,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,89.0,True,False,0.0,0.0,GK_39,The Pacific Ocean's area is larger than all the earth's masses combined.,True,False,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1141.0,html-button-response,9,10630,0.0-5.0-4.0-0.0-1.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,4.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 1/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3601.0,survey-html-form,10,14235,0.0-5.0-4.0-0.0-0.1,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'GK_49': '3'},,False,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,1.0,GK_49,What is the length of an Olympic swimming pool?,80 meters,50 meters,2.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1141.0,html-button-response,11,15378,0.0-5.0-4.0-0.0-1.1,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,6.0,,,,,,,,<p>Progress: 2/30 questions completed. 100% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4191.0,survey-html-form,12,19570,0.0-5.0-4.0-0.0-0.2,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'GK_77': '3'},,False,7.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,2.0,GK_77,Which happened earlier in history?,Genghis Khan leads the Mongol army,Oxford University is founded in England,2.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1326.0,html-button-response,13,20897,0.0-5.0-4.0-0.0-1.2,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,8.0,,,,,,,,<p>Progress: 3/30 questions completed. 100% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3949.0,survey-html-form,14,24851,0.0-5.0-4.0-0.0-0.3,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'GK_74': '3'},,False,9.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,3.0,GK_74,It is possible for water to exist in liquid form below 0 degrees C (32 degrees F),True,False,1.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,878.0,html-button-response,15,25730,0.0-5.0-4.0-0.0-1.3,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,10.0,,,,,,,,<p>Progress: 4/30 questions completed. 100% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4097.0,survey-html-form,16,29829,0.0-5.0-4.0-0.0-0.4,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'GK_35': '3'},,False,11.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,4.0,GK_35,Global warming is a humanitarian initiative to slow down freezing in the North Pole.,True,False,2.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1102.0,html-button-response,17,30932,0.0-5.0-4.0-0.0-1.4,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,12.0,,,,,,,,<p>Progress: 5/30 questions completed. 100% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7015.0,survey-html-form,18,37951,0.0-5.0-4.0-0.0-0.5,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_76': '1', 'GK_76_slider': '100'}",,False,13.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,True,False,0.0,5.0,GK_76,Which two sports both have 11 members of each team playing on the field (under normal circumstances)?,Field hockey and American Football,Ice hockey & Soccer,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,916.0,html-button-response,19,38869,0.0-5.0-4.0-0.0-1.5,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,14.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 6/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4181.0,survey-html-form,20,43051,0.0-5.0-4.0-0.0-0.6,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_27': '1', 'GK_27_slider': '100'}",,False,15.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,True,False,0.0,6.0,GK_27,Budapest is the capital of which county?,Hungary,Austria,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,876.0,html-button-response,21,43930,0.0-5.0-4.0-0.0-1.6,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,16.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 7/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3938.0,survey-html-form,22,47870,0.0-5.0-4.0-0.0-0.7,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_17': '1', 'GK_17_slider': '100'}",,False,17.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,True,False,0.0,7.0,GK_17,Which happened earlier in history?,Abraham Lincoln became President of USA,George Bush became President of USA,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,896.0,html-button-response,23,48767,0.0-5.0-4.0-0.0-1.7,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,18.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 8/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9300.0,survey-html-form,24,58069,0.0-5.0-4.0-0.0-0.8,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_71': '2', 'GK_71_slider': '78'}",,False,19.0,,,,,,,,,,,,,,,,,,,,,,,2.0,78.0,True,False,0.0,8.0,GK_71,Ocean acidification is caused by:,Chemical spills in the ocean,Absorption of carbon dioxide by the ocean,2.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2095.0,html-button-response,25,60167,0.0-5.0-4.0-0.0-1.8,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,20.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 9/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3583.0,survey-html-form,26,63751,0.0-5.0-4.0-0.0-0.9,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_7': '1', 'GK_7_slider': '100'}",,False,21.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,True,False,0.0,9.0,GK_7,How many points is a touchdown in American Football?,6,8,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1086.0,html-button-response,27,64839,0.0-5.0-4.0-0.0-1.9,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,22.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 10/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8908.0,survey-html-form,28,73748,0.0-5.0-4.0-0.0-0.10,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_25': '2', 'GK_25_slider': '100'}",,False,23.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,True,False,0.0,10.0,GK_25,Given: Some hair is red. No red is green. Logical conclusion: Anything green cannot be hair.,True,False,2.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,796.0,html-button-response,29,74546,0.0-5.0-4.0-0.0-1.10,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,24.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 11/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7173.0,survey-html-form,30,81721,0.0-5.0-4.0-0.0-0.11,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_31': '2', 'GK_31_slider': '100'}",,False,25.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,True,False,0.0,11.0,GK_31,"Stretchiness, or the ability of an object or material to resume its normal shape after being stretched or compressed is?",Electricity,Elasticity,2.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,765.0,html-button-response,31,82488,0.0-5.0-4.0-0.0-1.11,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,26.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 12/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7811.0,survey-html-form,32,90300,0.0-5.0-4.0-0.0-0.12,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'IQ_7': '2', 'IQ_7_slider': '69'}",,False,27.0,,,,,,,,,,,,,,,,,,,,,,,2.0,69.0,True,False,0.0,12.0,IQ_7,When did the Laikrev Uprising occur?,During the Renaissance,During the Industrial Revolution,3.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,681.0,html-button-response,33,90984,0.0-5.0-4.0-0.0-1.12,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,28.0,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 13/30 questions completed. 89% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4340.0,survey-html-form,34,95325,0.0-5.0-4.0-0.0-0.13,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_32': '1', 'GK_32_slider': '61'}",,False,29.0,,,,,,,,,,,,,,,,,,,,,,,1.0,61.0,True,False,0.0,13.0,GK_32,Which element is found in greater quantity in the Sun?,Hydrogen,Helium,1.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,666.0,html-button-response,35,95991,0.0-5.0-4.0-0.0-1.13,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,30.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 14/30 questions completed. 90% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9034.0,survey-html-form,36,105027,0.0-5.0-4.0-0.0-0.14,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'IQ_12': '3'},,False,31.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,14.0,IQ_12,How does Binoxelation Impact Theory explain the growth of crystals?,Through thermodynamics,Through quantum mechanics,3.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1585.0,html-button-response,37,106616,0.0-5.0-4.0-0.0-1.14,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,32.0,,,,,,,,<p>Progress: 15/30 questions completed. 90% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8716.0,survey-html-form,38,115334,0.0-5.0-4.0-0.0-0.15,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_38': '2', 'GK_38_slider': '70'}",,False,33.0,,,,,,,,,,,,,,,,,,,,,,,2.0,70.0,True,False,0.0,15.0,GK_38,Phnom penh is the capital of which country?,Vietnam,Cambodia,2.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,802.0,html-button-response,39,116139,0.0-5.0-4.0-0.0-1.15,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,34.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 91% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5261.0,survey-html-form,40,121402,0.0-5.0-4.0-0.0-0.16,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_85': '2', 'GK_85_slider': '83'}",,False,35.0,,,,,,,,,,,,,,,,,,,,,,,2.0,83.0,True,False,0.0,16.0,GK_85,Most psychiatric therapies are based on Freud.,True,False,2.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,799.0,html-button-response,41,122202,0.0-5.0-4.0-0.0-1.16,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,36.0,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 92% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8129.0,survey-html-form,42,130333,0.0-5.0-4.0-0.0-0.17,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'IQ_11': '3'},,False,37.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,17.0,IQ_11,What does the Veklin Procedure involve?,A sequence of precise surgical incisions,A complex mathematical equation,3.0,aig_A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1601.0,html-button-response,43,131936,0.0-5.0-4.0-0.0-1.17,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,38.0,,,,,,,,<p>Progress: 18/30 questions completed. 92% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10302.0,survey-html-form,44,142240,0.0-5.0-4.0-0.0-0.18,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,{'GK_94': '3'},,False,39.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,False,False,0.0,18.0,GK_94,"If A is neccessary for B to occur and C is sufficient for B to occur, then it follows that if C has occured, it implies that A has also occured.",True,False,1.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,813.0,html-button-response,45,143055,0.0-5.0-4.0-0.0-1.18,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,40.0,,,,,,,,<p>Progress: 19/30 questions completed. 92% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5319.0,survey-html-form,46,148376,0.0-5.0-4.0-0.0-0.19,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial,,,,"{'GK_54': '2', 'GK_54_slider': '91'}",,False,41.0,,,,,,,,,,,,,,,,,,,,,,,2.0,91.0,True,False,0.0,19.0,GK_54,What was the beta (early) version of the Internet called?,ARPAnet,Intranet,1.0,aig_A,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1058.0,html-button-response,47,149435,0.0-5.0-4.0-0.0-1.19,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,0,,False,42.0,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 20/30 questions completed. 85% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
